Academy,Course Code,Course Item,Activity Name,Activity Type,Trainee Masked,Result,Percentage,Attempt,Date
Frankfurt,F-21-FOU-10,Web Apps,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 355,180,0.9,1,22/10/2021 00:00
London,L-21-GB2B-08,Excel,EXCEL Project - March 2017,Standard,Trainee 417,90,0.9,1,22/10/2021 00:00
Frankfurt,F-21-FOU-10,Web Apps,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 479,180,0.9,1,22/10/2021 00:00
Toronto,T-21-JAV-16,Data Access,OOD Marking Scheme,Standard,Trainee 521,90,0.9,1,22/10/2021 00:00
Singapore,S-21-OOD-08,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 562,90,0.9,1,22/10/2021 00:00
Frankfurt,F-21-FOU-10,Web Apps,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 606,180,0.9,1,22/10/2021 00:00
Frankfurt,F-21-FOU-10,Web Apps,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 607,180,0.9,1,22/10/2021 00:00
Frankfurt,F-21-FOU-10,Web Apps,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 760,180,0.9,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 869,54,0.9,1,22/10/2021 00:00
London,L-21-RRC-04,Risk,General Marking Scheme,Standard,Trainee 874,90,0.9,1,22/10/2021 00:00
Glasgow,G-21-FOU-19,Excel,EXCEL Project - March 2017,Standard,Trainee 2199,90,0.9,1,22/10/2021 00:00
Singapore,S-21-TO-01,Excel/VBA,EXCEL Exam - March 2017,Standard,Trainee 1699,90,0.9,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 2207,54,0.9,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 2536,54,0.9,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 2536,54,0.9,1,22/10/2021 00:00
Toronto,T-21-JAV-15,Rest/Microservices,Java Marking Scheme,Standard,Trainee 1045,90,0.9,1,22/10/2021 00:00
London,L-21-RRC-04,Risk,General Marking Scheme,Standard,Trainee 2059,90,0.9,1,22/10/2021 00:00
New York,N-21-JAV-02,OOD1,OOD Marking Scheme,Standard,Trainee 1136,90,0.9,1,22/10/2021 00:00
London,L-21-RRC-04,Risk,General Marking Scheme,Standard,Trainee 1855,90,0.9,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 1184,54,0.9,1,22/10/2021 00:00
New York,N-21-BAPM-03,Business Analysis,General Marking Scheme,Standard,Trainee 2542,90,0.9,1,22/10/2021 00:00
Hong Kong,H-21-JAV-05,Java Week 3,Java Marking Scheme,Standard,Trainee 1459,90,0.9,1,22/10/2021 00:00
Toronto,M-21-KYC-01,KYC,General Marking Scheme,Standard,Trainee 1485,90,0.9,1,22/10/2021 00:00
Singapore,S-21-OOD-08,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 1595,90,0.9,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 1380,43,0.8958,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 2752,43,0.8958,1,22/10/2021 00:00
Hong Kong,H-21-JAV-05,Java Week 3,Java Marking Scheme,Standard,Trainee 161,89,0.89,1,22/10/2021 00:00
Glasgow,G-21-FOU-19,Excel,EXCEL Project - March 2017,Standard,Trainee 2629,89,0.89,1,22/10/2021 00:00
Hong Kong,H-21-BIT-03,BI Week 4: Project/Sign Off,General Marking Scheme,Standard,Trainee 217,89,0.89,1,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 346,89,0.89,1,22/10/2021 00:00
Toronto,T-21-JAV-18,OOD 1,OOD Marking Scheme,Standard,Trainee 380,89,0.89,1,22/10/2021 00:00
Toronto,T-21-JAV-18,OOD 1,OOD Marking Scheme,Standard,Trainee 2311,89,0.89,1,22/10/2021 00:00
Hong Kong,H-21-FOU-17,BA,PSO Internal BA Exam,Standard,Trainee 1765,89,0.89,1,22/10/2021 00:00
Toronto,T-21-JAV-17,OOD 3,OOD Marking Scheme,Standard,Trainee 804,89,0.89,1,22/10/2021 00:00
Toronto,T-21-JAV-16,Data Access,OOD Marking Scheme,Standard,Trainee 848,89,0.89,2,22/10/2021 00:00
London,L-21-RRC-04,Risk,General Marking Scheme,Standard,Trainee 2189,89,0.89,1,22/10/2021 00:00
London,L-21-RRC-04,Risk,General Marking Scheme,Standard,Trainee 956,89,0.89,1,22/10/2021 00:00
Hong Kong,H-21-BIT-03,BI Week 4: Project/Sign Off,General Marking Scheme,Standard,Trainee 1035,89,0.89,1,22/10/2021 00:00
Hong Kong,H-21-BIT-03,BI Week 4: Project/Sign Off,General Marking Scheme,Standard,Trainee 1155,89,0.89,1,22/10/2021 00:00
Toronto,T-21-JAV-17,OOD 3,OOD Marking Scheme,Standard,Trainee 1254,89,0.89,1,22/10/2021 00:00
Toronto,T-21-JAV-17,OOD 3,OOD Marking Scheme,Standard,Trainee 1395,89,0.89,1,22/10/2021 00:00
Hong Kong,H-21-FOU-17,BA,PSO Internal BA Exam,Standard,Trainee 2970,89,0.89,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills I/V Assessment  - Sept 2017,Standard,Trainee 77,71,0.8875,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills I/V Assessment  - Sept 2017,Standard,Trainee 834,71,0.8875,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills I/V Assessment  - Sept 2017,Standard,Trainee 996,71,0.8875,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills I/V Assessment  - Sept 2017,Standard,Trainee 1108,71,0.8875,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 410,53,0.8833,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 429,53,0.8833,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 592,53,0.8833,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills Written Assessment July 2017,Standard,Trainee 834,53,0.8833,1,22/10/2021 00:00
Sydney,SY-21-FOU-18,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 2589,53,0.8833,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills Written Assessment July 2017,Standard,Trainee 996,53,0.8833,2,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills Written Assessment July 2017,Standard,Trainee 1108,53,0.8833,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 1195,53,0.8833,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 1338,53,0.8833,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 2752,53,0.8833,1,22/10/2021 00:00
Glasgow,G-21-FOU-19,Excel,EXCEL Exam - March 2017,Standard,Trainee 103,88,0.88,1,22/10/2021 00:00
Sydney,SY-21-JAV-07,Java Week 3,Solo Project,Standard,Trainee 523,88,0.88,1,22/10/2021 00:00
Singapore,S-21-TO-01,Excel/VBA,EXCEL Project - March 2017,Standard,Trainee 786,88,0.88,1,22/10/2021 00:00
London,L-21-FOU-35,Hadoop & HDFS/Hive,General Marking Scheme,Standard,Trainee 931,88,0.88,1,22/10/2021 00:00
London,L-21-FOU-35,Hadoop & HDFS/Hive,General Marking Scheme,Standard,Trainee 1070,88,0.88,1,22/10/2021 00:00
Hong Kong,H-21-OOD-06,Object Orientated Development Week 1,OOD Marking Scheme,Standard,Trainee 1079,88,0.88,1,22/10/2021 00:00
New York,N-21-BAPM-03,Business Analysis,General Marking Scheme,Standard,Trainee 1817,88,0.88,1,22/10/2021 00:00
London,L-21-FOU-35,Hadoop & HDFS/Hive,General Marking Scheme,Standard,Trainee 1221,88,0.88,1,22/10/2021 00:00
London,L-21-FOU-35,Hadoop & HDFS/Hive,General Marking Scheme,Standard,Trainee 1309,88,0.88,1,22/10/2021 00:00
Toronto,T-21-JAV-15,Rest/Microservices,Java Marking Scheme,Standard,Trainee 1354,88,0.88,1,22/10/2021 00:00
Toronto,M-21-KYC-01,KYC,General Marking Scheme,Standard,Trainee 1399,88,0.88,1,22/10/2021 00:00
Toronto,T-21-JAV-16,Data Access,OOD Marking Scheme,Standard,Trainee 1453,88,0.88,2,22/10/2021 00:00
London,L-21-FOU-35,Hadoop & HDFS/Hive,General Marking Scheme,Standard,Trainee 1576,88,0.88,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 295,42,0.875,1,22/10/2021 00:00
Frankfurt,F-21-JAV-04,Java Week 8,Group Project,Standard,Trainee 36,87,0.87,1,22/10/2021 00:00
Leeds,LE-21-NWT-01,Manual Testing,General Marking Scheme,Standard,Trainee 108,87,0.87,1,22/10/2021 00:00
London,L-21-DET-03,Python Week 1,General Marking Scheme,Standard,Trainee 167,87,0.87,1,22/10/2021 00:00
Sydney,SY-21-JAV-07,Java Week 3,Solo Project,Standard,Trainee 174,87,0.87,1,22/10/2021 00:00
London,L-21-DET-03,Python Week 1,General Marking Scheme,Standard,Trainee 176,87,0.87,1,22/10/2021 00:00
London,L-21-DET-03,Python Week 1,General Marking Scheme,Standard,Trainee 467,87,0.87,1,22/10/2021 00:00
Frankfurt,F-21-JAV-04,Java Week 8,Group Project,Standard,Trainee 478,87,0.87,1,22/10/2021 00:00
London,L-21-DET-03,Python Week 1,General Marking Scheme,Standard,Trainee 515,87,0.87,1,22/10/2021 00:00
Hong Kong,H-21-BIT-03,BI Week 4: Project/Sign Off,General Marking Scheme,Standard,Trainee 1679,87,0.87,1,22/10/2021 00:00
Hong Kong,H-21-FOU-17,BA,PSO Internal BA Exam,Standard,Trainee 2017,87,0.87,1,22/10/2021 00:00
London,L-21-RRC-04,Risk,General Marking Scheme,Standard,Trainee 681,87,0.87,1,22/10/2021 00:00
Hong Kong,H-21-BIT-03,BI Week 4: Project/Sign Off,General Marking Scheme,Standard,Trainee 751,87,0.87,1,22/10/2021 00:00
London,L-21-RRC-04,Risk,General Marking Scheme,Standard,Trainee 2722,87,0.87,1,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 853,87,0.87,1,22/10/2021 00:00
New York,N-21-BAPM-03,Business Analysis,General Marking Scheme,Standard,Trainee 2538,87,0.87,1,22/10/2021 00:00
Frankfurt,F-21-JAV-04,Java Week 8,Group Project,Standard,Trainee 1100,87,0.87,1,22/10/2021 00:00
Hong Kong,H-21-JAV-05,Java Week 3,Java Marking Scheme,Standard,Trainee 1189,87,0.87,1,22/10/2021 00:00
Sydney,SY-21-JAV-07,Java Week 3,Solo Project,Standard,Trainee 1823,87,0.87,2,22/10/2021 00:00
Hong Kong,H-21-BIT-03,BI Week 4: Project/Sign Off,General Marking Scheme,Standard,Trainee 2682,87,0.87,1,22/10/2021 00:00
London,L-21-DET-03,Python Week 1,General Marking Scheme,Standard,Trainee 1420,87,0.87,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1733,52,0.8667,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 139,52,0.8667,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 139,52,0.8667,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 410,52,0.8667,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 429,52,0.8667,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 592,52,0.8667,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 784,52,0.8667,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 881,52,0.8667,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 2192,52,0.8667,2,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1184,52,0.8667,1,22/10/2021 00:00
Sydney,SY-21-FOU-18,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 2741,52,0.8667,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 2428,52,0.8667,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 1380,52,0.8667,1,22/10/2021 00:00
London,L-21-TOP-04,ITSM Sign Off,ITSM Sign Off Exam,Standard,Trainee 361,86,0.86,1,22/10/2021 00:00
Glasgow,G-21-FOU-19,Excel,EXCEL Project - March 2017,Standard,Trainee 3095,86,0.86,1,22/10/2021 00:00
Toronto,T-21-JAV-17,OOD 3,OOD Marking Scheme,Standard,Trainee 443,86,0.86,1,22/10/2021 00:00
Toronto,T-21-JAV-15,Rest/Microservices,Java Marking Scheme,Standard,Trainee 1758,86,0.86,1,22/10/2021 00:00
London,L-21-TOP-04,ITSM Sign Off,ITSM Sign Off Exam,Standard,Trainee 568,86,0.86,1,22/10/2021 00:00
Leeds,LE-21-NWT-01,Manual Testing,General Marking Scheme,Standard,Trainee 1777,86,0.86,1,22/10/2021 00:00
Toronto,T-21-JAV-17,OOD 3,OOD Marking Scheme,Standard,Trainee 757,86,0.86,1,22/10/2021 00:00
Toronto,T-21-JAV-17,OOD 3,OOD Marking Scheme,Standard,Trainee 795,86,0.86,3,22/10/2021 00:00
London,L-21-TOP-04,ITSM Sign Off,ITSM Sign Off Exam,Standard,Trainee 1044,86,0.86,1,22/10/2021 00:00
Toronto,T-21-JAV-15,Rest/Microservices,Java Marking Scheme,Standard,Trainee 1206,86,0.86,1,22/10/2021 00:00
London,L-21-RRC-04,Risk,General Marking Scheme,Standard,Trainee 1270,86,0.86,1,22/10/2021 00:00
Leeds,LE-21-FOU-17,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 1423,86,0.86,1,22/10/2021 00:00
London,L-21-TOP-04,ITSM Sign Off,ITSM Sign Off Exam,Standard,Trainee 1460,86,0.86,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 2207,41,0.8542,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 1184,41,0.8542,1,22/10/2021 00:00
Leeds,LE-21-FOU-17,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 45,85,0.85,1,22/10/2021 00:00
Toronto,M-21-KYC-01,KYC,General Marking Scheme,Standard,Trainee 2451,85,0.85,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills Written Assessment July 2017,Standard,Trainee 72,51,0.85,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills Written Assessment July 2017,Standard,Trainee 77,51,0.85,2,22/10/2021 00:00
Hong Kong,H-21-JAV-05,Java Week 3,Java Marking Scheme,Standard,Trainee 124,85,0.85,1,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 199,85,0.85,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 295,51,0.85,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills Written Assessment July 2017,Standard,Trainee 336,51,0.85,2,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 2007,51,0.85,1,22/10/2021 00:00
Glasgow,G-21-FOU-18,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 584,85,0.85,1,22/10/2021 00:00
New York,N-21-JAV-02,OOD1,OOD Marking Scheme,Standard,Trainee 2865,85,0.85,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills Presentation Assessment,Standard,Trainee 3126,51,0.85,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 712,51,0.85,1,22/10/2021 00:00
London,L-21-BAT-05,BCS Business Analysis Foundation,Business Analyst Foundation Certificate,External,Trainee 2262,34,0.85,2,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 936,85,0.85,1,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 980,85,0.85,1,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 1034,85,0.85,1,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 1129,85,0.85,1,22/10/2021 00:00
Toronto,M-21-KYC-01,KYC,General Marking Scheme,Standard,Trainee 1154,85,0.85,1,22/10/2021 00:00
Sydney,SY-21-FOU-18,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 2990,51,0.85,1,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 1218,85,0.85,1,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 1260,85,0.85,1,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 1290,85,0.85,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1338,51,0.85,1,22/10/2021 00:00
Leeds,LE-21-FOU-17,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 1356,85,0.85,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 2428,51,0.85,1,22/10/2021 00:00
New York,N-21-JAV-02,OOD1,OOD Marking Scheme,Standard,Trainee 2250,85,0.85,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills Presentation Assessment,Standard,Trainee 1565,51,0.85,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills Written Assessment July 2017,Standard,Trainee 1565,51,0.85,2,22/10/2021 00:00
London,L-21-FOU-35,Hadoop & HDFS/Hive,General Marking Scheme,Standard,Trainee 20,84,0.84,1,22/10/2021 00:00
Leeds,LE-21-NWT-01,Manual Testing,General Marking Scheme,Standard,Trainee 148,84,0.84,1,22/10/2021 00:00
London,L-21-FOU-35,Hadoop & HDFS/Hive,General Marking Scheme,Standard,Trainee 265,84,0.84,1,22/10/2021 00:00
Glasgow,G-21-FOU-19,Excel,EXCEL Project - March 2017,Standard,Trainee 1901,84,0.84,1,22/10/2021 00:00
Toronto,T-21-JAV-16,Data Access,OOD Marking Scheme,Standard,Trainee 653,84,0.84,1,22/10/2021 00:00
London,L-21-FOU-35,Hadoop & HDFS/Hive,General Marking Scheme,Standard,Trainee 793,84,0.84,1,22/10/2021 00:00
Hong Kong,H-21-FOU-17,BA,PSO Internal BA Exam,Standard,Trainee 827,84,0.84,1,22/10/2021 00:00
Hong Kong,H-21-FOU-17,BA,PSO Internal BA Exam,Standard,Trainee 854,84,0.84,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills I/V Assessment  - Sept 2017,Standard,Trainee 3126,67,0.8375,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills I/V Assessment  - Sept 2017,Standard,Trainee 1565,67,0.8375,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 295,50,0.8333,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1753,50,0.8333,2,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 2007,50,0.8333,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 712,40,0.8333,1,22/10/2021 00:00
Sydney,SY-21-FOU-19,Pro Skills,Core - Pro Skills Presentation Assessment,Standard,Trainee 834,50,0.8333,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 869,50,0.8333,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 2192,40,0.8333,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 1195,40,0.8333,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1195,50,0.8333,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 3170,40,0.8333,1,22/10/2021 00:00
Toronto,T-21-JAV-16,Data Access,OOD Marking Scheme,Standard,Trainee 137,83,0.83,1,22/10/2021 00:00
Glasgow,G-21-FOU-19,Excel,EXCEL Exam - March 2017,Standard,Trainee 3095,83,0.83,1,22/10/2021 00:00
Glasgow,G-21-FOU-19,Excel,EXCEL Exam - March 2017,Standard,Trainee 1901,83,0.83,1,22/10/2021 00:00
New York,N-21-BAPM-03,Business Analysis,General Marking Scheme,Standard,Trainee 735,83,0.83,1,22/10/2021 00:00
Hong Kong,H-21-JAV-05,Java Week 3,Java Marking Scheme,Standard,Trainee 1005,83,0.83,1,22/10/2021 00:00
Sydney,SY-21-TEC-04,Python,General Marking Scheme,Standard,Trainee 2235,83,0.83,1,22/10/2021 00:00
New York,N-21-BAPM-03,Business Analysis,General Marking Scheme,Standard,Trainee 1299,83,0.83,1,22/10/2021 00:00
Singapore,S-21-TO-01,Excel/VBA,EXCEL Exam - March 2017,Standard,Trainee 2556,82,0.82,1,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 2143,82,0.82,1,22/10/2021 00:00
Toronto,T-21-JAV-17,OOD 3,OOD Marking Scheme,Standard,Trainee 2858,82,0.82,2,22/10/2021 00:00
Glasgow,G-21-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 714,82,0.82,1,22/10/2021 00:00
Toronto,T-21-JAV-17,OOD 3,OOD Marking Scheme,Standard,Trainee 1127,82,0.82,1,22/10/2021 00:00
Toronto,T-21-JAV-17,OOD 3,OOD Marking Scheme,Standard,Trainee 1199,82,0.82,1,22/10/2021 00:00
Hong Kong,H-21-FOU-17,BA,PSO Internal BA Exam,Standard,Trainee 2679,82,0.82,1,22/10/2021 00:00
Hong Kong,H-21-JAV-05,Java Week 3,Java Marking Scheme,Standard,Trainee 1391,82,0.82,1,22/10/2021 00:00
Sydney,SY-21-JAV-07,Java Week 3,Solo Project,Standard,Trainee 1632,82,0.82,1,22/10/2021 00:00
Toronto,T-21-JAV-15,Rest/Microservices,Java Marking Scheme,Standard,Trainee 1503,82,0.82,1,22/10/2021 00:00
Hong Kong,H-21-FOU-17,BA,PSO Internal BA Exam,Standard,Trainee 2620,82,0.82,1,22/10/2021 00:00
Sydney,SY-21-FOU-18,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 1899,49,0.8167,1,22/10/2021 00:00
Sydney,SY-21-FOU-18,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 2747,49,0.8167,1,22/10/2021 00:00
Glasgow,G-21-FOU-20,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1380,49,0.8167,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 2821,39,0.8125,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 2983,39,0.8125,2,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 2592,39,0.8125,1,22/10/2021 00:00
Frankfurt,F-21-JAV-04,Java Week 8,Group Project,Standard,Trainee 34,81,0.81,1,22/10/2021 00:00
Frankfurt,F-21-JAV-04,Java Week 8,Group Project,Standard,Trainee 75,81,0.81,1,22/10/2021 00:00
Toronto,T-21-JAV-16,Data Access,OOD Marking Scheme,Standard,Trainee 2102,81,0.81,2,22/10/2021 00:00
London,L-21-RRC-04,Risk,General Marking Scheme,Standard,Trainee 292,81,0.81,1,22/10/2021 00:00
Frankfurt,F-21-JAV-04,Java Week 8,Group Project,Standard,Trainee 949,81,0.81,1,22/10/2021 00:00
Leeds,LE-21-NWT-01,Manual Testing,General Marking Scheme,Standard,Trainee 1321,81,0.81,1,22/10/2021 00:00
Leeds,LE-21-NWT-01,Manual Testing,General Marking Scheme,Standard,Trainee 37,80,0.8,1,22/10/2021 00:00
Toronto,T-21-JAV-14,APM,Java Marking Scheme,Standard,Trainee 2126,80,0.8,1,22/10/2021 00:00
London,L-21-TOP-04,ITSM Sign Off,ITSM Sign Off Exam,Standard,Trainee 280,80,0.8,1,22/10/2021 00:00
New York,N-21-BAPM-03,Business Analysis,General Marking Scheme,Standard,Trainee 2260,80,0.8,1,22/10/2021 00:00
Glasgow,G-21-FOU-18,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 2153,80,0.8,1,22/10/2021 00:00
Sydney,SY-21-JAV-07,Java Week 3,Solo Project,Standard,Trainee 1774,80,0.8,1,22/10/2021 00:00
London,L-21-FOU-36,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 2983,48,0.8,2,22/10/2021 00:00
Sydney,SY-21-JAV-07,Java Week 3,Solo Project,Standard,Trainee 637,80,0.8,1,22/10/2021 00:00
Hong Kong,H-21-FOU-17,BA,PSO Internal BA Exam,Standard,Trainee 750,80,0.8,1,22/10/2021 00:00
Glasgow,G-21-FOU-18,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 831,80,0.8,1,22/10/2021 00:00
Glasgow,G-21-FOU-18,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 852,80,0.8,1,22/10/2021 00:00
